"timestamp","ram_used_mb","ram_total_mb","ram_used_percent","unreal_running","shader_worker_running","sidecar_health_ok"
"2026-04-03T21:03:21","8913.36","16105.3","55.34","False","False","True"
"2026-04-03T21:03:27","9058.73","16105.3","56.25","False","False","True"
"2026-04-03T21:03:32","9473.44","16105.3","58.82","False","False","True"
"2026-04-03T21:03:37","9912","16105.3","61.54","False","False","True"
"2026-04-03T21:03:43","9911","16105.3","61.54","False","False","True"
"2026-04-03T21:03:48","9717.18","16105.3","60.34","False","False","True"
"2026-04-03T21:03:53","9721.74","16105.3","60.36","False","False","True"
"2026-04-03T21:03:59","9696.94","16105.3","60.21","False","False","True"
"2026-04-03T21:04:04","9659.53","16105.3","59.98","False","False","True"
"2026-04-03T21:04:09","9725.69","16105.3","60.39","False","False","True"
"2026-04-03T21:04:14","9704.98","16105.3","60.26","False","False","True"
"2026-04-03T21:04:20","9808.03","16105.3","60.9","False","False","True"
"2026-04-03T21:04:25","9799.18","16105.3","60.84","False","False","True"
"2026-04-03T21:04:30","9756.09","16105.3","60.58","False","False","True"
"2026-04-03T21:04:35","9744.4","16105.3","60.5","False","False","True"
"2026-04-03T21:04:40","9627.64","16105.3","59.78","False","False","True"
"2026-04-03T21:04:46","9543.76","16105.3","59.26","False","False","True"
"2026-04-03T21:04:51","9705.88","16105.3","60.27","False","False","True"
"2026-04-03T21:04:56","9620.96","16105.3","59.74","False","False","True"
"2026-04-03T21:05:01","9594.98","16105.3","59.58","False","False","True"
"2026-04-03T21:05:07","9544.02","16105.3","59.26","False","False","True"
"2026-04-03T21:05:12","9536.23","16105.3","59.21","False","False","True"
"2026-04-03T21:05:17","9690.78","16105.3","60.17","False","False","True"
"2026-04-03T21:05:22","9767.26","16105.3","60.65","False","False","True"
"2026-04-03T21:05:28","9763.26","16105.3","60.62","False","False","True"
"2026-04-03T21:05:33","9704.13","16105.3","60.25","False","False","True"
"2026-04-03T21:05:38","9682.53","16105.3","60.12","False","False","True"
"2026-04-03T21:05:43","9790.5","16105.3","60.79","False","False","True"
"2026-04-03T21:05:49","9805.96","16105.3","60.89","False","False","True"
"2026-04-03T21:05:54","9739.62","16105.3","60.47","False","False","True"
"2026-04-03T21:05:59","9703.92","16105.3","60.25","False","False","True"
"2026-04-03T21:06:04","9347.62","16105.3","58.04","False","False","True"
"2026-04-03T21:06:10","9237.1","16105.3","57.35","False","False","True"
"2026-04-03T21:06:15","9227.74","16105.3","57.3","False","False","True"
"2026-04-03T21:06:20","9257.28","16105.3","57.48","False","False","True"
"2026-04-03T21:06:26","9251.53","16105.3","57.44","False","False","True"
"2026-04-03T21:06:31","9261.61","16105.3","57.51","False","False","True"
"2026-04-03T21:06:36","9384.34","16105.3","58.27","False","False","True"
"2026-04-03T21:06:41","9253.38","16105.3","57.46","False","False","True"
"2026-04-03T21:06:47","9241.58","16105.3","57.38","False","False","True"
"2026-04-03T21:06:52","9249.18","16105.3","57.43","False","False","True"
"2026-04-03T21:06:57","9241.89","16105.3","57.38","False","False","True"
"2026-04-03T21:07:03","9234.14","16105.3","57.34","False","False","True"
"2026-04-03T21:07:08","9214.31","16105.3","57.21","False","False","True"
"2026-04-03T21:07:13","9220.19","16105.3","57.25","False","False","True"
"2026-04-03T21:07:18","9192.51","16105.3","57.08","False","False","True"
"2026-04-03T21:07:24","9166.35","16105.3","56.92","False","False","True"
"2026-04-03T21:07:29","9163.44","16105.3","56.9","False","False","True"
"2026-04-03T21:07:34","9190.51","16105.3","57.07","False","False","True"
"2026-04-03T21:07:40","9211.59","16105.3","57.2","False","False","True"
"2026-04-03T21:07:45","9255.9","16105.3","57.47","False","False","True"
"2026-04-03T21:07:50","9238.53","16105.3","57.36","False","False","True"
"2026-04-03T21:07:56","9237.27","16105.3","57.36","False","False","True"
"2026-04-03T21:08:01","9284.04","16105.3","57.65","False","False","True"
"2026-04-03T21:08:06","9258.91","16105.3","57.49","False","False","True"
"2026-04-03T21:08:12","9009.38","16105.3","55.94","False","False","True"
"2026-04-03T21:08:17","9030.06","16105.3","56.07","False","False","True"
"2026-04-03T21:08:22","9018.55","16105.3","56","False","False","True"
"2026-04-03T21:08:28","9019.46","16105.3","56","False","False","True"
"2026-04-03T21:08:33","9017.21","16105.3","55.99","False","False","True"
"2026-04-03T21:08:38","8966.76","16105.3","55.68","False","False","True"
"2026-04-03T21:08:44","9019.46","16105.3","56","False","False","True"
"2026-04-03T21:08:49","9021.94","16105.3","56.02","False","False","True"
"2026-04-03T21:08:54","9021.49","16105.3","56.02","False","False","True"
"2026-04-03T21:09:00","9036.89","16105.3","56.11","False","False","True"
"2026-04-03T21:09:05","9026.41","16105.3","56.05","False","False","True"
"2026-04-03T21:09:10","9013.51","16105.3","55.97","False","False","True"
"2026-04-03T21:09:16","9077.98","16105.3","56.37","False","False","True"
"2026-04-03T21:09:21","9102.43","16105.3","56.52","False","False","True"
"2026-04-03T21:09:26","9102.58","16105.3","56.52","False","False","True"
"2026-04-03T21:09:31","9247.09","16105.3","57.42","False","False","True"
"2026-04-03T21:09:37","9240.08","16105.3","57.37","False","False","True"
"2026-04-03T21:09:42","9251.45","16105.3","57.44","False","False","True"
"2026-04-03T21:09:47","9194.78","16105.3","57.09","False","False","True"
"2026-04-03T21:09:52","9168.05","16105.3","56.93","False","False","True"
"2026-04-03T21:09:58","9270.55","16105.3","57.56","False","False","True"
"2026-04-03T21:10:03","9293.77","16105.3","57.71","False","False","True"
"2026-04-03T21:10:08","9244.41","16105.3","57.4","False","False","True"
"2026-04-03T21:10:13","9244.33","16105.3","57.4","False","False","True"
