"timestamp","ram_used_mb","ram_total_mb","ram_used_percent","unreal_running","shader_worker_running","sidecar_health_ok"
"2026-04-03T21:09:39","9246.28","16105.3","57.41","False","False","True"
"2026-04-03T21:09:42","9252.15","16105.3","57.45","False","False","True"
"2026-04-03T21:09:44","9180.98","16105.3","57.01","False","False","True"
"2026-04-03T21:09:47","9193.82","16105.3","57.09","False","False","True"
"2026-04-03T21:09:49","9177.14","16105.3","56.98","False","False","True"
"2026-04-03T21:09:51","9178.11","16105.3","56.99","False","False","True"
"2026-04-03T21:09:53","9166.59","16105.3","56.92","False","False","True"
"2026-04-03T21:09:56","9262.82","16105.3","57.51","False","False","True"
"2026-04-03T21:09:58","9269.6","16105.3","57.56","False","False","True"
"2026-04-03T21:10:00","9280.58","16105.3","57.62","False","False","True"
"2026-04-03T21:10:02","9287.44","16105.3","57.67","False","False","True"
"2026-04-03T21:10:05","9207.15","16105.3","57.17","False","False","True"
"2026-04-03T21:10:07","9252.91","16105.3","57.45","False","False","True"
"2026-04-03T21:10:09","9243.34","16105.3","57.39","False","False","True"
"2026-04-03T21:10:12","9222.78","16105.3","57.27","False","False","True"
"2026-04-03T21:10:14","9238.39","16105.3","57.36","False","False","True"
"2026-04-03T21:10:16","9261.25","16105.3","57.5","False","False","True"
"2026-04-03T21:10:18","9255.03","16105.3","57.47","False","False","True"
"2026-04-03T21:10:21","9248","16105.3","57.42","False","False","True"
"2026-04-03T21:10:23","9231.57","16105.3","57.32","False","False","True"
"2026-04-03T21:10:25","9221.59","16105.3","57.26","False","False","True"
"2026-04-03T21:10:27","9278.01","16105.3","57.61","False","False","True"
"2026-04-03T21:10:30","9361.9","16105.3","58.13","False","False","True"
"2026-04-03T21:10:32","9353.4","16105.3","58.08","False","False","True"
"2026-04-03T21:10:34","9352.6","16105.3","58.07","False","False","True"
"2026-04-03T21:10:36","9349.22","16105.3","58.05","False","False","True"
"2026-04-03T21:10:39","9339.03","16105.3","57.99","False","False","True"
"2026-04-03T21:10:41","9321.09","16105.3","57.88","False","False","True"
"2026-04-03T21:10:43","9319.48","16105.3","57.87","False","False","True"
"2026-04-03T21:10:45","9335.39","16105.3","57.96","False","False","True"
"2026-04-03T21:10:48","9328.32","16105.3","57.92","False","False","True"
"2026-04-03T21:10:50","9358.01","16105.3","58.11","False","False","True"
"2026-04-03T21:10:52","9373.27","16105.3","58.2","False","False","True"
"2026-04-03T21:10:54","9373.65","16105.3","58.2","False","False","True"
"2026-04-03T21:10:57","9372.72","16105.3","58.2","False","False","True"
"2026-04-03T21:10:59","9377.79","16105.3","58.23","False","False","True"
"2026-04-03T21:11:01","9378.19","16105.3","58.23","False","False","True"
"2026-04-03T21:11:04","9386.69","16105.3","58.28","False","False","True"
"2026-04-03T21:11:06","9376.67","16105.3","58.22","False","False","True"
"2026-04-03T21:11:08","9377.1","16105.3","58.22","False","False","True"
"2026-04-03T21:11:10","9327.05","16105.3","57.91","False","False","True"
"2026-04-03T21:11:13","9321.1","16105.3","57.88","False","False","True"
"2026-04-03T21:11:15","9306.13","16105.3","57.78","False","False","True"
"2026-04-03T21:11:17","9317.1","16105.3","57.85","False","False","True"
"2026-04-03T21:11:19","9323.41","16105.3","57.89","False","False","True"
"2026-04-03T21:11:22","9322.56","16105.3","57.89","False","False","True"
"2026-04-03T21:11:24","9322.6","16105.3","57.89","False","False","True"
"2026-04-03T21:11:26","9324.72","16105.3","57.9","False","False","True"
"2026-04-03T21:11:28","9333.27","16105.3","57.95","False","False","True"
"2026-04-03T21:11:31","9331.66","16105.3","57.94","False","False","True"
"2026-04-03T21:11:33","9330.29","16105.3","57.93","False","False","True"
"2026-04-03T21:11:35","9488.21","16105.3","58.91","False","False","True"
"2026-04-03T21:11:37","9494.71","16105.3","58.95","False","False","True"
